,cik,year,10-K,10-Q,10-KQ
0,20,1995,0,1,1
1,20,1996,1,1,2
2,20,1997,1,3,4
3,20,1998,0,3,3
4,20,1999,1,3,4
5,20,2000,0,3,3
6,20,2001,1,3,4
7,20,2002,0,3,3
8,20,2003,1,3,4
9,20,2004,1,3,4
10,20,2005,1,3,4
11,20,2006,1,3,4
12,20,2007,1,3,4
13,20,2008,1,3,4
14,20,2009,1,3,4
15,20,2010,1,0,1
16,1750,1995,0,1,1
17,1750,1996,0,2,2
18,1750,1997,0,3,3
19,1750,1998,0,3,3
20,1750,1999,0,3,3
21,1750,2000,0,3,3
22,1750,2001,0,3,3
23,1750,2002,1,3,4
24,1750,2003,1,3,4
25,1750,2004,1,3,4
26,1750,2005,1,3,4
27,1750,2006,1,3,4
28,1750,2007,1,3,4
29,1750,2008,1,4,5
30,1750,2009,1,3,4
31,1750,2010,1,3,4
32,1750,2011,1,3,4
33,1750,2012,1,3,4
34,1750,2013,1,3,4
35,1750,2014,1,3,4
36,1750,2015,1,3,4
37,1750,2016,1,3,4
38,1750,2017,1,3,4
39,1761,1995,0,1,1
40,1761,1996,0,2,2
41,1761,1997,1,3,4
42,1761,1998,0,1,1
43,1800,1995,0,1,1
44,1800,1996,0,1,1
45,1800,1997,1,3,4
46,1800,1998,1,3,4
47,1800,1999,1,3,4
48,1800,2000,0,3,3
49,1800,2001,1,3,4
50,1800,2002,0,3,3
51,1800,2003,1,3,4
52,1800,2004,1,3,4
53,1800,2005,1,3,4
54,1800,2006,1,3,4
55,1800,2007,1,3,4
56,1800,2008,1,3,4
57,1800,2009,1,3,4
58,1800,2010,1,6,7
59,1800,2011,1,3,4
60,1800,2012,1,3,4
61,1800,2013,1,3,4
62,1800,2014,1,3,4
63,1800,2015,1,3,4
64,1800,2016,1,3,4
65,1800,2017,1,3,4
66,1853,2008,0,3,3
67,1853,2009,1,3,4
68,1853,2010,1,2,3
69,1923,1995,0,1,1
70,1923,1996,0,2,2
71,1923,1997,0,3,3
72,1923,1998,1,3,4
73,1923,1999,1,3,4
74,1923,2000,0,3,3
75,1923,2001,1,3,4
76,1923,2002,1,2,3
77,1923,2003,1,3,4
78,1923,2004,1,3,4
79,1923,2005,1,3,4
80,1923,2006,1,3,4
81,1923,2007,1,3,4
82,1923,2008,1,3,4
83,1923,2009,1,3,4
84,1923,2010,1,3,4
85,1923,2011,1,1,2
86,1952,1995,0,1,1
87,1952,1996,0,1,1
88,1952,1997,1,3,4
89,1952,1998,1,4,5
90,1952,1999,1,3,4
91,1952,2000,1,1,2
92,1961,1996,1,0,1
93,1961,1997,1,3,4
94,1961,1999,0,1,1
95,1961,2008,0,2,2
96,1961,2009,1,3,4
97,1961,2010,1,3,4
98,1961,2011,1,3,4
99,1961,2012,1,4,5
100,1961,2013,1,3,4
101,1961,2014,1,3,4
102,1961,2015,1,3,4
103,1961,2016,1,3,4
104,1961,2017,1,3,4
105,1969,1995,0,1,1
106,1969,1996,0,1,1
107,1969,1997,1,1,2
108,1985,1995,0,1,1
109,1985,1996,0,1,1
110,1985,1997,1,3,4
111,1985,1998,1,3,4
112,1985,1999,1,3,4
113,1985,2000,1,2,3
114,1988,1995,0,1,1
115,1988,1996,0,2,2
116,1988,1997,0,3,3
117,1988,1998,0,1,1
118,2024,1995,0,1,1
119,2024,1996,1,1,2
120,2024,1997,0,3,3
121,2024,1998,0,3,3
122,2024,1999,0,3,3
123,2024,2000,0,3,3
124,2024,2001,0,3,3
125,2024,2002,1,3,4
126,2024,2003,1,0,1
127,2034,1995,0,1,1
128,2034,1996,0,2,2
129,2034,1997,1,3,4
130,2034,1998,1,3,4
131,2034,1999,1,3,4
132,2034,2000,1,3,4
133,2034,2001,1,4,5
134,2034,2002,1,3,4
135,2034,2003,1,3,4
136,2034,2004,1,3,4
137,2034,2005,1,3,4
138,2034,2006,1,3,4
139,2034,2007,1,3,4
140,2034,2008,1,3,4
141,2034,2009,1,3,4
142,2034,2010,1,3,4
143,2034,2011,1,3,4
144,2034,2012,1,3,4
145,2034,2013,1,3,4
146,2034,2014,1,3,4
147,2034,2015,1,3,4
148,2034,2016,1,3,4
149,2034,2017,1,3,4
150,2034,2018,0,1,1
151,2062,1995,0,1,1
152,2062,1996,1,1,2
153,2062,1997,1,3,4
154,2062,1998,1,3,4
155,2062,1999,2,3,5
156,2062,2000,1,3,4
157,2062,2001,1,3,4
158,2062,2002,1,3,4
159,2062,2003,1,3,4
160,2062,2004,1,3,4
161,2070,1995,1,1,2
162,2070,1996,0,2,2
163,2070,1997,1,3,4
164,2070,1998,1,4,5
165,2070,1999,0,3,3
166,2070,2000,1,3,4
167,2098,1995,0,1,1
168,2098,1996,1,1,2
169,2098,1997,1,3,4
170,2098,1998,1,3,4
171,2098,1999,2,3,5
172,2098,2000,1,3,4
173,2098,2001,1,3,4
174,2098,2002,1,3,4
175,2098,2003,1,3,4
176,2098,2004,1,3,4
177,2098,2005,1,3,4
178,2098,2006,1,3,4
179,2098,2007,1,3,4
180,2098,2008,1,3,4
181,2098,2009,1,3,4
182,2098,2010,1,3,4
183,2098,2011,1,3,4
184,2098,2012,1,3,4
185,2098,2013,1,3,4
186,2098,2014,1,3,4
187,2098,2015,1,3,4
188,2098,2016,1,3,4
189,2098,2017,1,3,4
190,2135,1996,0,1,1
191,2135,1997,0,3,3
192,2135,1998,0,3,3
193,2135,1999,0,3,3
194,2135,2000,0,3,3
195,2135,2001,0,3,3
196,2135,2002,1,3,4
197,2135,2003,1,3,4
198,2135,2004,1,3,4
199,2135,2005,1,3,4
200,2135,2006,0,2,2
201,2135,2007,2,4,6
202,2135,2008,1,3,4
203,2135,2009,1,3,4
204,2145,1995,1,1,2
205,2145,1996,1,2,3
206,2145,1997,1,3,4
207,2145,1998,0,2,2
208,2178,1995,0,1,1
209,2178,1996,0,1,1
210,2178,1997,0,3,3
211,2178,1998,0,3,3
212,2178,1999,0,3,3
213,2178,2000,0,3,3
214,2178,2001,0,3,3
215,2178,2002,0,3,3
216,2178,2003,1,3,4
217,2178,2004,1,3,4
218,2178,2005,1,3,4
219,2178,2006,1,3,4
220,2178,2007,1,3,4
221,2178,2008,1,3,4
222,2178,2009,1,3,4
223,2178,2010,1,3,4
224,2178,2011,1,3,4
225,2178,2012,1,3,4
226,2178,2013,1,3,4
227,2178,2014,1,3,4
228,2178,2015,1,3,4
229,2178,2016,1,3,4
230,2178,2017,1,3,4
231,2186,1995,0,1,1
232,2186,1996,0,1,1
233,2186,1997,0,3,3
234,2186,1998,1,3,4
235,2186,1999,0,3,3
236,2186,2000,0,3,3
237,2186,2001,0,3,3
238,2186,2002,0,3,3
239,2186,2003,1,3,4
240,2186,2004,1,3,4
241,2186,2005,1,3,4
242,2186,2006,1,3,4
243,2186,2007,1,3,4
244,2186,2008,1,3,4
245,2186,2009,1,3,4
246,2186,2010,1,3,4
247,2186,2011,1,3,4
248,2186,2012,1,3,4
249,2186,2013,1,3,4
250,2186,2014,1,3,4
251,2186,2015,1,3,4
252,2186,2016,1,3,4
253,2186,2017,1,3,4
254,2310,1995,0,1,1
255,2310,1996,0,2,2
256,2310,1997,1,3,4
257,2310,1998,1,4,5
258,2310,1999,0,3,3
259,2457,1995,0,1,1
260,2488,1995,0,1,1
261,2488,1996,0,1,1
262,2488,1997,1,3,4
263,2488,1998,0,3,3
264,2488,1999,1,3,4
265,2488,2000,0,3,3
266,2488,2001,0,3,3
267,2488,2002,1,3,4
268,2488,2003,1,3,4
269,2488,2004,1,3,4
270,2488,2005,1,3,4
271,2488,2006,1,3,4
272,2488,2007,1,3,4
273,2488,2008,1,3,4
274,2488,2009,1,3,4
275,2488,2010,1,3,4
276,2488,2011,1,3,4
277,2488,2012,1,3,4
278,2488,2013,1,3,4
279,2488,2014,1,3,4
280,2488,2015,1,3,4
281,2488,2016,1,3,4
282,2488,2017,1,3,4
283,2491,1995,1,1,2
284,2491,1996,0,2,2
285,2491,1997,1,3,4
286,2491,1998,1,3,4
287,2491,1999,1,3,4
288,2491,2000,1,3,4
289,2491,2001,1,3,4
290,2491,2002,1,3,4
291,2491,2003,1,3,4
292,2491,2004,1,3,4
293,2491,2005,1,2,3
294,2491,2006,0,2,2
295,2491,2007,2,5,7
296,2491,2008,1,3,4
297,2491,2009,1,3,4
298,2491,2010,1,3,4
299,2491,2011,1,3,4
300,2491,2012,1,3,4
301,2491,2013,1,3,4
302,2491,2014,1,3,4
303,2589,1995,0,1,1
304,2589,1996,0,1,1
305,2589,1997,0,3,3
306,2589,1998,1,3,4
307,2589,1999,1,3,4
308,2589,2000,0,3,3
309,2589,2001,0,3,3
310,2589,2002,0,3,3
311,2589,2003,1,3,4
312,2601,1995,1,1,2
313,2601,1996,0,1,1
314,2601,1997,1,3,4
315,2601,1998,1,3,4
316,2601,1999,1,3,4
317,2601,2000,1,3,4
318,2601,2001,1,3,4
319,2601,2002,1,3,4
320,2601,2003,1,3,4
321,2601,2004,1,3,4
322,2601,2005,1,3,4
323,2601,2006,1,3,4
324,2601,2007,0,2,2
325,2601,2009,1,3,4
326,2601,2010,1,3,4
327,2601,2011,0,2,2
328,2648,1995,0,1,1
329,2648,1996,1,0,1
330,2852,1995,0,1,1
331,2852,1996,0,2,2
332,2852,1997,0,3,3
333,2852,1998,0,3,3
334,2852,1999,0,3,3
335,2852,2000,0,3,3
336,2852,2001,0,3,3
337,2852,2002,1,3,4
338,2852,2003,0,4,4
339,2880,1998,0,3,3
340,2969,1996,0,1,1
341,2969,1997,0,3,3
342,2969,1998,0,3,3
343,2969,1999,0,3,3
344,2969,2000,0,3,3
345,2969,2001,1,3,4
346,2969,2002,1,3,4
347,2969,2003,1,3,4
348,2969,2004,1,3,4
349,2969,2005,1,3,4
350,2969,2006,1,3,4
351,2969,2007,1,3,4
352,2969,2008,1,3,4
353,2969,2009,1,3,4
354,2969,2010,1,3,4
355,2969,2011,1,3,4
356,2969,2012,1,3,4
357,2969,2013,1,3,4
358,2969,2014,1,3,4
359,2969,2015,1,3,4
360,2969,2016,1,3,4
361,2969,2017,1,3,4
362,2969,2018,0,1,1
363,3000,1995,0,1,1
364,3000,1996,1,1,2
365,3000,1997,1,3,4
366,3000,1998,0,3,3
367,3000,1999,0,3,3
368,3000,2000,0,3,3
369,3000,2001,1,3,4
370,3000,2002,0,3,3
371,3000,2003,1,2,3
372,3116,1995,0,1,1
373,3116,1996,0,2,2
374,3116,1997,1,3,4
375,3116,1998,1,3,4
376,3116,1999,1,3,4
377,3116,2000,1,3,4
378,3116,2001,1,3,4
379,3116,2002,1,2,3
380,3116,2003,1,4,5
381,3116,2004,1,3,4
382,3116,2005,1,3,4
383,3116,2006,1,3,4
384,3116,2007,1,3,4
385,3116,2008,1,3,4
386,3116,2009,1,3,4
387,3116,2010,1,3,4
388,3116,2011,1,3,4
389,3116,2012,1,3,4
390,3116,2013,1,3,4
391,3116,2014,1,3,4
392,3116,2015,1,0,1
393,3116,2016,1,6,7
394,3116,2017,1,3,4
395,3133,1995,0,1,1
396,3133,1996,1,1,2
397,3133,1997,1,3,4
398,3133,1998,0,3,3
399,3133,1999,0,3,3
400,3133,2000,1,3,4
401,3133,2001,1,3,4
402,3133,2002,1,3,4
403,3133,2003,1,3,4
404,3133,2004,1,3,4
405,3133,2005,1,3,4
406,3133,2006,1,2,3
407,3146,1995,1,0,1
408,3146,1996,0,1,1
409,3146,1997,0,3,3
410,3146,1998,0,3,3
411,3146,1999,0,3,3
412,3146,2000,0,3,3
413,3146,2001,0,3,3
414,3146,2002,0,2,2
415,3146,2003,0,2,2
416,3146,2004,1,1,2
417,3146,2005,1,0,1
418,3146,2006,1,3,4
419,3146,2007,0,2,2
420,3146,2008,1,2,3
421,3146,2009,0,1,1
422,3146,2013,0,1,1
423,3146,2014,1,2,3
424,3146,2015,1,1,2
425,3153,2001,0,1,1
426,3153,2002,0,2,2
427,3153,2005,1,2,3
428,3153,2006,0,1,1
429,3153,2007,0,3,3
430,3153,2008,1,2,3
431,3153,2013,0,2,2
432,3153,2014,1,3,4
433,3153,2015,1,3,4
434,3153,2016,1,3,4
435,3197,1999,0,1,1
436,3197,2001,0,1,1
437,3197,2002,0,3,3
438,3197,2003,1,3,4
439,3197,2004,1,3,4
440,3197,2005,1,3,4
441,3197,2006,1,3,4
442,3197,2007,1,3,4
443,3197,2008,1,3,4
444,3197,2009,1,3,4
445,3197,2010,1,3,4
446,3197,2011,1,3,4
447,3197,2012,1,3,4
448,3197,2013,1,3,4
449,3197,2014,1,3,4
450,3197,2015,1,3,4
451,3197,2016,1,3,4
452,3197,2017,1,3,4
453,3202,1996,0,1,1
454,3202,1997,0,3,3
455,3202,1998,0,3,3
456,3202,1999,0,3,3
457,3202,2000,0,3,3
458,3202,2001,1,3,4
459,3202,2002,1,3,4
460,3202,2003,1,3,4
461,3202,2004,1,2,3
462,3202,2005,1,3,4
463,3202,2006,1,3,4
464,3202,2007,1,3,4
465,3202,2008,1,3,4
466,3202,2009,1,3,4
467,3202,2010,1,2,3
468,3228,1995,0,1,1
469,3292,1995,0,1,1
470,3292,1996,0,1,1
471,3292,1997,1,3,4
472,3292,1998,1,3,4
473,3292,1999,1,3,4
474,3327,1995,1,0,1
475,3327,1996,1,1,2
476,3327,1997,1,3,4
477,3327,1998,1,3,4
478,3327,1999,0,3,3
479,3327,2000,1,3,4
480,3327,2001,0,3,3
481,3327,2002,1,3,4
482,3327,2003,1,3,4
483,3327,2004,1,3,4
484,3327,2005,1,3,4
485,3327,2006,0,3,3
486,3333,1995,0,1,1
487,3333,1996,0,1,1
488,3333,1997,1,3,4
489,3333,1998,1,3,4
490,3333,1999,1,3,4
491,3333,2000,1,3,4
492,3333,2001,1,3,4
493,3333,2002,1,3,4
494,3333,2003,1,3,4
495,3333,2004,1,3,4
496,3333,2005,1,3,4
497,3333,2006,1,0,1
498,3370,1995,2,0,2
499,3370,1996,1,1,2
500,3370,1997,1,3,4
501,3370,1998,0,3,3
502,3370,1999,1,3,4
503,3370,2000,1,3,4
504,3370,2001,1,3,4
505,3370,2002,1,3,4
506,3370,2003,1,3,4
507,3370,2004,1,3,4
508,3370,2005,1,3,4
509,3370,2006,1,3,4
510,3370,2007,1,3,4
511,3370,2008,0,3,3
512,3398,1995,0,1,1
513,3398,1996,1,2,3
514,3398,1997,0,1,1
515,3449,1995,0,1,1
516,3449,1996,0,1,1
517,3453,1995,0,1,1
518,3453,1996,1,1,2
519,3453,1997,1,3,4
520,3453,1998,1,3,4
521,3453,1999,1,3,4
522,3453,2000,1,3,4
523,3453,2001,1,3,4
524,3453,2002,1,3,4
525,3453,2003,1,3,4
526,3453,2004,1,3,4
527,3453,2005,1,3,4
528,3453,2006,1,3,4
529,3453,2007,1,3,4
530,3453,2008,1,3,4
531,3453,2009,1,3,4
532,3453,2010,1,3,4
533,3453,2011,1,3,4
534,3453,2012,1,3,4
535,3453,2013,1,3,4
536,3453,2014,1,3,4
537,3453,2015,1,3,4
538,3453,2016,1,3,4
539,3453,2017,1,3,4
540,3499,1995,0,1,1
541,3499,1996,0,1,1
542,3499,1997,0,3,3
543,3499,1998,0,3,3
544,3499,1999,0,3,3
545,3499,2000,0,3,3
546,3499,2001,0,3,3
547,3499,2002,0,3,3
548,3499,2003,1,3,4
549,3499,2004,1,3,4
550,3499,2005,1,3,4
551,3499,2006,1,3,4
552,3499,2007,1,3,4
553,3499,2008,1,3,4
554,3499,2009,1,3,4
555,3499,2010,1,3,4
556,3499,2011,1,3,4
557,3499,2012,1,3,4
558,3499,2013,1,3,4
559,3499,2014,1,3,4
560,3499,2015,1,3,4
561,3499,2016,1,3,4
562,3499,2017,1,3,4
563,3545,1995,1,0,1
564,3545,1996,1,1,2
565,3545,1997,1,3,4
566,3545,1998,1,3,4
567,3545,1999,1,3,4
568,3545,2000,1,3,4
569,3545,2001,1,3,4
570,3545,2002,1,3,4
571,3545,2003,1,3,4
572,3545,2004,1,3,4
573,3545,2005,1,3,4
574,3545,2006,1,3,4
575,3545,2007,1,3,4
576,3545,2008,1,3,4
577,3545,2009,1,3,4
578,3545,2010,1,3,4
579,3545,2011,1,3,4
580,3545,2012,1,3,4
581,3545,2013,1,3,4
582,3545,2014,1,3,4
583,3545,2015,1,3,4
584,3545,2016,1,3,4
585,3545,2017,1,3,4
586,3570,1996,1,0,1
587,3570,1997,1,3,4
588,3570,1998,0,6,6
589,3570,1999,1,3,4
590,3570,2000,1,3,4
591,3570,2001,0,3,3
592,3570,2002,1,3,4
593,3570,2003,1,3,4
594,3570,2004,1,3,4
595,3570,2005,1,3,4
596,3570,2006,1,3,4
597,3570,2007,1,3,4
598,3570,2008,1,3,4
599,3570,2009,1,3,4
600,3570,2010,1,3,4
601,3570,2011,1,3,4
602,3570,2012,1,3,4
603,3570,2013,1,3,4
604,3570,2014,1,3,4
605,3570,2015,1,3,4
606,3570,2016,1,3,4
607,3570,2017,1,3,4
608,3642,1995,0,1,1
609,3642,1996,0,1,1
610,3642,1997,1,3,4
611,3642,1998,1,3,4
612,3642,1999,2,3,5
613,3642,2000,1,3,4
614,3642,2001,0,3,3
615,3642,2002,1,3,4
616,3642,2003,1,3,4
617,3650,1998,1,0,1
618,3662,1996,0,2,2
619,3662,1997,1,3,4
620,3662,1998,0,3,3
621,3662,1999,1,3,4
622,3662,2000,1,3,4
623,3662,2002,0,1,1
624,3673,1995,0,1,1
625,3673,1996,0,1,1
626,3673,1997,0,3,3
627,3673,1998,0,3,3
628,3673,1999,0,3,3
629,3673,2000,0,3,3
630,3673,2001,0,3,3
631,3673,2002,1,2,3
632,3673,2003,1,2,3
633,3673,2004,1,5,6
634,3673,2005,1,3,4
635,3673,2006,1,3,4
636,3673,2007,1,3,4
637,3673,2008,1,3,4
638,3673,2009,1,3,4
639,3673,2010,1,3,4
640,3673,2011,1,0,1
641,3721,1995,0,1,1
642,3721,1996,0,1,1
643,3721,1997,0,3,3
644,3721,1998,0,3,3
645,3721,1999,0,3,3
646,3721,2000,1,3,4
647,3721,2001,0,3,3
648,3721,2002,0,3,3
649,3721,2003,1,1,2
650,3753,1995,0,1,1
651,3753,1996,1,1,2
652,3753,1997,1,3,4
653,3753,1998,1,3,4
654,3753,1999,1,3,4
655,3753,2000,1,3,4
656,3753,2001,1,3,4
657,3753,2002,1,3,4
658,3753,2003,1,3,4
659,3753,2004,1,3,4
660,3753,2005,1,0,1
661,3845,1995,0,1,1
662,3845,1996,1,1,2
663,3845,1997,1,3,4
664,3906,1995,0,1,1
665,3906,1996,1,1,2
666,3906,1997,1,3,4
667,3906,1998,1,3,4
668,3906,1999,0,3,3
669,3906,2000,1,3,4
670,3906,2001,1,3,4
671,3906,2002,1,3,4
672,3906,2003,1,3,4
673,3906,2004,1,3,4
674,3906,2005,1,3,4
675,3906,2006,1,3,4
676,3906,2007,1,3,4
677,3906,2008,1,3,4
678,3906,2009,1,3,4
679,3906,2010,1,0,1
680,3941,1995,0,1,1
681,3941,1996,0,1,1
682,3941,1997,0,3,3
683,3941,1998,1,3,4
684,3941,1999,0,3,3
685,3941,2000,1,2,3
686,3952,1995,0,1,1
687,3952,1996,1,1,2
688,3952,1997,1,3,4
689,3952,1998,1,3,4
690,3952,1999,1,3,4
691,3952,2000,1,3,4
692,3952,2001,1,3,4
693,3952,2002,1,4,5
694,3952,2003,1,3,4
695,3952,2004,1,3,4
696,3952,2005,1,3,4
697,3952,2006,1,3,4
698,3952,2007,1,3,4
699,3952,2008,1,3,4
700,3952,2009,1,3,4
701,3952,2010,1,3,4
702,3952,2011,1,3,4
703,3952,2012,1,3,4
704,3952,2013,1,2,3
705,3959,1996,0,1,1
706,3959,1997,1,3,4
707,3959,1998,1,3,4
708,3959,1999,1,3,4
709,3959,2000,1,3,4
710,3959,2001,0,3,3
711,3959,2002,1,3,4
712,3982,1995,0,1,1
713,3982,1996,0,1,1
714,3982,1997,0,3,3
715,3982,1998,0,3,3
716,3982,1999,0,3,3
717,3982,2000,1,3,4
718,3982,2001,0,3,3
719,3982,2002,1,3,4
720,3982,2003,1,3,4
721,3982,2004,1,3,4
722,3982,2005,1,3,4
723,3982,2006,1,3,4
724,3982,2007,1,3,4
725,3982,2008,1,3,4
726,3982,2009,1,3,4
727,3982,2010,1,3,4
728,3982,2011,1,3,4
729,4127,1995,0,1,1
730,4127,1996,0,2,2
731,4127,1997,0,3,3
732,4127,1998,0,3,3
733,4127,1999,0,3,3
734,4127,2000,0,3,3
735,4127,2001,1,3,4
736,4127,2002,3,2,5
737,4127,2003,1,3,4
738,4127,2004,1,3,4
739,4127,2005,1,3,4
740,4127,2006,1,3,4
741,4127,2007,1,3,4
742,4127,2008,1,3,4
743,4127,2009,1,3,4
744,4127,2010,1,3,4
745,4127,2011,1,3,4
746,4127,2012,1,3,4
747,4127,2013,1,3,4
748,4127,2014,1,3,4
749,4127,2015,1,3,4
750,4127,2016,1,3,4
751,4127,2017,1,3,4
752,4164,1995,0,1,1
753,4164,1996,0,2,2
754,4164,1997,1,3,4
755,4164,1998,0,3,3
756,4164,1999,0,3,3
757,4164,2000,2,3,5
758,4164,2001,1,3,4
759,4164,2002,1,3,4
760,4164,2003,1,3,4
761,4164,2004,1,3,4
762,4164,2005,1,3,4
763,4164,2006,1,3,4
764,4165,1995,0,1,1
765,4165,1996,0,1,1
766,4165,1997,1,1,2
767,4165,1998,1,6,7
768,4165,1999,0,4,4
769,4165,2000,1,3,4
770,4187,1997,1,4,5
771,4187,1998,1,3,4
772,4187,1999,1,3,4
773,4187,2000,1,3,4
774,4187,2001,1,3,4
775,4187,2002,1,3,4
776,4187,2003,1,3,4
777,4187,2004,1,3,4
778,4187,2005,1,4,5
779,4187,2006,1,3,4
780,4187,2007,1,3,4
781,4187,2008,1,3,4
782,4187,2009,1,3,4
783,4187,2010,1,3,4
784,4187,2011,1,3,4
785,4187,2012,1,3,4
786,4187,2013,1,2,3
787,4187,2014,1,4,5
788,4187,2015,1,3,4
789,4187,2016,1,3,4
790,4187,2017,1,3,4
791,4281,1995,0,1,1
792,4281,1996,0,1,1
793,4281,1997,1,3,4
794,4281,1998,0,3,3
795,4281,1999,1,3,4
796,4281,2000,0,3,3
797,4281,2001,0,3,3
798,4281,2002,1,3,4
799,4281,2003,1,3,4
800,4281,2004,1,3,4
801,4281,2005,1,3,4
802,4281,2006,1,3,4
803,4281,2007,1,3,4
804,4281,2008,1,3,4
805,4281,2009,1,3,4
806,4281,2010,1,3,4
807,4281,2011,1,3,4
808,4281,2012,1,3,4
809,4281,2013,1,3,4
810,4281,2014,1,3,4
811,4281,2015,1,3,4
812,4281,2016,1,3,4
813,4281,2017,1,3,4
814,4285,1997,0,3,3
815,4285,1998,0,3,3
816,4285,1999,0,3,3
817,4285,2000,0,3,3
818,4285,2001,0,3,3
819,4285,2002,1,3,4
820,4285,2003,1,3,4
821,4285,2004,1,3,4
822,4285,2005,1,3,4
823,4285,2006,1,3,4
824,4285,2007,2,3,5
825,4310,1995,0,1,1
826,4310,1996,0,1,1
827,4310,1997,1,3,4
828,4310,1998,0,3,3
829,4310,1999,0,3,3
830,4310,2000,0,3,3
831,4310,2001,1,1,2
832,4317,2006,1,2,3
833,4317,2007,0,2,2
834,4319,1995,1,1,2
835,4319,1996,1,2,3
836,4319,1997,1,3,4
837,4319,1998,0,1,1
838,4344,1995,1,1,2
839,4344,1996,1,2,3
840,4344,1997,1,3,4
841,4344,1998,1,3,4
842,4344,1999,1,3,4
843,4344,2000,1,3,4
844,4344,2001,1,3,4
845,4344,2002,1,3,4
846,4344,2003,1,3,4
847,4344,2004,1,2,3
848,4344,2005,0,2,2
849,4427,1995,0,1,1
850,4427,1996,1,1,2
851,4427,1997,1,2,3
852,4438,1996,0,1,1
853,4438,1997,0,3,3
854,4447,1995,0,1,1
855,4447,1996,1,1,2
856,4447,1997,0,3,3
857,4447,1998,1,3,4
858,4447,1999,1,3,4
859,4447,2000,0,3,3
860,4447,2001,1,3,4
861,4447,2002,1,3,4
862,4447,2003,1,3,4
863,4447,2004,1,3,4
864,4447,2005,1,3,4
865,4447,2006,1,3,4
866,4447,2007,1,3,4
867,4447,2008,1,3,4
868,4447,2009,1,3,4
869,4447,2010,1,3,4
870,4447,2011,1,3,4
871,4447,2012,1,3,4
872,4447,2013,1,3,4
873,4447,2014,1,3,4
874,4447,2015,1,3,4
875,4447,2016,1,3,4
876,4447,2017,1,3,4
877,4457,1995,0,1,1
878,4457,1996,0,2,2
879,4457,1997,1,3,4
880,4457,1998,1,3,4
881,4457,1999,1,3,4
882,4457,2000,1,3,4
883,4457,2001,1,3,4
884,4457,2002,0,1,1
885,4457,2003,1,0,1
886,4457,2007,1,1,2
887,4457,2008,1,3,4
888,4457,2009,1,3,4
889,4457,2010,1,3,4
890,4457,2011,1,3,4
891,4457,2012,1,3,4
892,4457,2013,1,3,4
893,4457,2014,1,3,4
894,4457,2015,1,3,4
895,4457,2016,1,3,4
896,4457,2017,1,3,4
897,4458,1995,0,1,1
898,4458,1996,0,2,2
899,4458,1997,1,3,4
900,4458,1998,1,3,4
901,4458,1999,1,3,4
902,4458,2000,1,3,4
903,4458,2001,1,3,4
904,4458,2002,1,3,4
905,4458,2003,0,3,3
906,4458,2004,1,3,4
907,4458,2005,1,3,4
908,4458,2006,1,3,4
909,4458,2007,0,2,2
910,4507,1995,1,0,1
911,4507,1996,1,1,2
912,4507,1997,1,3,4
913,4507,1998,1,3,4
914,4507,1999,0,3,3
915,4515,1995,0,1,1
916,4515,1996,1,1,2
917,4515,1997,0,3,3
918,4515,1998,0,3,3
919,4515,1999,0,3,3
920,4515,2000,0,3,3
921,4515,2001,0,3,3
922,4515,2002,0,3,3
923,4515,2003,1,3,4
924,4515,2004,1,3,4
925,4515,2005,1,3,4
926,4515,2006,1,3,4
927,4515,2007,1,3,4
928,4515,2008,1,3,4
929,4515,2009,1,3,4
930,4515,2010,1,3,4
931,4515,2011,1,3,4
932,4515,2012,1,3,4
933,4515,2013,1,3,4
934,4515,2014,1,2,3
935,4515,2015,1,3,4
936,4515,2016,1,2,3
937,4515,2017,1,3,4
938,4570,1995,0,1,1
939,4570,1996,0,1,1
940,4570,1997,0,3,3
941,4570,1998,0,4,4
942,4570,1999,0,3,3
943,4570,2000,0,3,3
944,4570,2001,0,3,3
945,4611,1995,0,1,1
946,4611,1996,1,1,2
947,4611,1997,0,3,3
948,4611,1998,1,3,4
949,4611,1999,0,3,3
950,4611,2000,1,3,4
951,4611,2001,0,3,3
952,4611,2002,1,3,4
953,4611,2003,1,3,4
954,4611,2004,1,3,4
955,4611,2005,1,3,4
956,4611,2006,1,3,4
957,4611,2007,1,3,4
958,4611,2008,1,3,4
959,4611,2009,1,3,4
960,4611,2010,1,3,4
961,4611,2011,1,3,4
962,4611,2012,1,0,1
963,4672,1995,0,1,1
964,4672,1996,0,1,1
965,4672,1997,0,3,3
966,4672,1998,0,3,3
967,4672,1999,1,3,4
968,4811,1995,0,2,2
969,4811,1996,0,2,2
970,4811,1997,1,3,4
971,4811,1998,1,3,4
972,4811,1999,1,3,4
973,4811,2000,0,3,3
974,4811,2001,1,3,4
975,4811,2002,1,3,4
976,4811,2003,1,3,4
977,4811,2004,1,3,4
978,4811,2005,1,3,4
979,4811,2006,1,3,4
980,4811,2007,1,3,4
981,4811,2008,1,3,4
982,4811,2009,1,3,4
983,4811,2010,1,3,4
984,4811,2011,0,1,1
985,4828,1996,1,0,1
986,4828,1997,1,3,4
987,4828,1998,0,3,3
988,4828,1999,0,3,3
989,4828,2000,0,3,3
990,4828,2001,0,3,3
991,4828,2002,1,3,4
992,4828,2003,1,3,4
993,4828,2004,1,3,4
994,4828,2005,1,3,4
995,4828,2006,1,3,4
996,4828,2007,1,3,4
997,4828,2008,1,3,4
998,4828,2009,1,3,4
