,cik,year,10-K,10-Q,10-KQ
4964,20629,2007,1,3,4
4965,20629,2008,1,3,4
4966,20629,2009,1,3,4
4967,20629,2010,1,3,4
4968,20629,2011,1,3,4
4969,20629,2012,1,3,4
4970,20629,2013,1,3,4
4971,20629,2014,1,3,4
4972,20629,2015,1,3,4
4973,20629,2016,1,3,4
4974,20629,2017,1,3,4
4975,20639,1996,0,1,1
4976,20639,1997,1,3,4
4977,20639,1998,1,3,4
4978,20639,1999,1,3,4
4979,20639,2000,1,3,4
4980,20639,2001,1,3,4
4981,20639,2002,1,3,4
4982,20639,2003,1,3,4
4983,20639,2004,1,3,4
4984,20639,2005,1,3,4
4985,20639,2006,1,3,4
4986,20639,2007,1,3,4
4987,20639,2008,1,3,4
4988,20639,2009,1,3,4
4989,20639,2010,1,3,4
4990,20639,2011,1,3,4
4991,20639,2012,1,3,4
4992,20639,2013,1,3,4
4993,20639,2014,1,3,4
4994,20639,2015,1,3,4
4995,20639,2016,1,3,4
4996,20639,2017,1,3,4
4997,20740,1995,0,1,1
4998,20740,1996,0,1,1
4999,20740,1997,0,3,3
5000,20740,1998,0,3,3
5001,20740,1999,0,3,3
5002,20740,2000,0,3,3
5003,20740,2001,0,3,3
5004,20740,2002,0,3,3
5005,20740,2003,1,3,4
5006,20740,2004,1,3,4
5007,20740,2005,1,3,4
5008,20740,2006,1,3,4
5009,20740,2007,1,3,4
5010,20740,2008,1,3,4
5011,20740,2009,1,3,4
5012,20740,2010,1,3,4
5013,20740,2011,1,3,4
5014,20740,2012,1,3,4
5015,20740,2013,1,3,4
5016,20740,2014,1,3,4
5017,20740,2015,1,3,4
5018,20740,2016,1,3,4
5019,20740,2017,1,0,1
5020,20762,1993,0,1,1
5021,20762,1995,0,2,2
5022,20762,1996,0,2,2
5023,20762,1997,0,3,3
5024,20762,1998,0,3,3
5025,20762,1999,0,3,3
5026,20762,2000,0,3,3
5027,20762,2001,0,3,3
5028,20762,2002,0,3,3
5029,20762,2003,1,2,3
5030,20762,2005,1,1,2
5031,20947,2007,0,1,1
5032,20947,2008,0,1,1
5033,20975,1996,0,1,1
5034,20975,1997,0,3,3
5035,20975,1998,0,3,3
5036,21076,1995,1,1,2
5037,21076,1996,0,2,2
5038,21076,1997,1,3,4
5039,21076,1998,1,3,4
5040,21076,1999,1,3,4
5041,21076,2000,1,3,4
5042,21076,2001,1,3,4
5043,21076,2002,1,3,4
5044,21076,2003,2,2,4
5045,21076,2004,1,3,4
5046,21076,2005,1,3,4
5047,21076,2006,1,3,4
5048,21076,2007,1,3,4
5049,21076,2008,1,3,4
5050,21076,2009,1,3,4
5051,21076,2010,1,3,4
5052,21076,2011,1,3,4
5053,21076,2012,1,3,4
5054,21076,2013,1,3,4
5055,21076,2014,1,3,4
5056,21076,2015,1,3,4
5057,21076,2016,1,3,4
5058,21076,2017,1,3,4
5059,21076,2018,0,1,1
5060,21157,1995,0,1,1
5061,21157,1996,1,1,2
5062,21157,1997,1,3,4
5063,21157,1998,1,3,4
5064,21157,1999,1,3,4
5065,21157,2000,1,2,3
5066,21157,2001,1,2,3
5067,21175,1995,0,1,1
5068,21175,1996,0,1,1
5069,21175,1997,1,3,4
5070,21175,1998,1,3,4
5071,21175,1999,2,3,5
5072,21175,2000,1,3,4
5073,21175,2001,1,3,4
5074,21175,2002,0,3,3
5075,21175,2003,1,3,4
5076,21175,2004,1,3,4
5077,21175,2005,1,3,4
5078,21175,2006,1,3,4
5079,21175,2007,1,3,4
5080,21175,2008,1,3,4
5081,21175,2009,1,3,4
5082,21175,2010,1,3,4
5083,21175,2011,1,3,4
5084,21175,2012,1,3,4
5085,21175,2013,1,3,4
5086,21175,2014,1,3,4
5087,21175,2015,1,3,4
5088,21175,2016,1,3,4
5089,21175,2017,1,3,4
5090,21212,1995,0,1,1
5091,21212,1996,1,1,2
5092,21212,1997,1,3,4
5093,21212,1998,1,3,4
5094,21212,1999,1,3,4
5095,21212,2000,1,3,4
5096,21212,2001,1,3,4
5097,21212,2002,0,3,3
5098,21212,2003,1,3,4
5099,21212,2004,1,3,4
5100,21212,2005,1,3,4
5101,21212,2006,1,3,4
5102,21212,2007,1,3,4
5103,21212,2008,1,3,4
5104,21212,2009,1,3,4
5105,21212,2010,1,3,4
5106,21221,1997,1,0,1
5107,21239,1996,0,1,1
5108,21239,1997,0,3,3
5109,21239,1998,0,3,3
5110,21239,1999,0,3,3
5111,21239,2000,0,3,3
5112,21239,2001,0,3,3
5113,21239,2002,0,3,3
5114,21239,2003,1,3,4
5115,21239,2004,1,3,4
5116,21239,2005,1,3,4
5117,21239,2006,1,3,4
5118,21239,2007,1,3,4
5119,21239,2008,1,3,4
5120,21239,2009,1,3,4
5121,21239,2010,1,3,4
5122,21239,2011,1,3,4
5123,21239,2014,3,9,12
5124,21267,1995,0,1,1
5125,21267,1996,1,1,2
5126,21267,1997,1,3,4
5127,21267,1998,1,3,4
5128,21267,1999,1,3,4
5129,21267,2000,1,3,4
5130,21267,2001,0,3,3
5131,21267,2002,0,4,4
5132,21267,2003,1,3,4
5133,21267,2004,1,3,4
5134,21267,2005,1,3,4
5135,21271,1995,0,1,1
5136,21271,1996,1,1,2
5137,21271,1997,0,1,1
5138,21344,1995,0,1,1
5139,21344,1996,0,1,1
5140,21344,1997,0,3,3
5141,21344,1998,1,3,4
5142,21344,1999,1,3,4
5143,21344,2000,1,3,4
5144,21344,2001,1,3,4
5145,21344,2002,1,3,4
5146,21344,2003,1,3,4
5147,21344,2004,1,3,4
5148,21344,2005,1,3,4
5149,21344,2006,1,3,4
5150,21344,2007,1,3,4
5151,21344,2008,1,3,4
5152,21344,2009,1,3,4
5153,21344,2010,1,3,4
5154,21344,2011,1,3,4
5155,21344,2012,1,3,4
5156,21344,2013,1,3,4
5157,21344,2014,1,3,4
5158,21344,2015,1,3,4
5159,21344,2016,1,3,4
5160,21344,2017,1,3,4
5161,21438,1995,0,1,1
5162,21438,1996,1,1,2
5163,21438,1997,1,3,4
5164,21438,1998,1,3,4
5165,21438,1999,1,3,4
5166,21438,2000,1,3,4
5167,21438,2001,1,3,4
5168,21438,2002,1,4,5
5169,21438,2003,1,4,5
5170,21438,2004,1,3,4
5171,21438,2005,1,3,4
5172,21438,2006,1,3,4
5173,21438,2007,1,3,4
5174,21438,2008,1,3,4
5175,21510,1995,1,0,1
5176,21510,1996,1,1,2
5177,21510,1997,0,3,3
5178,21510,1998,0,3,3
5179,21510,1999,0,3,3
5180,21510,2000,0,3,3
5181,21510,2001,0,3,3
5182,21510,2002,1,3,4
5183,21510,2003,1,3,4
5184,21510,2004,1,3,4
5185,21510,2005,1,3,4
5186,21510,2006,0,3,3
5187,21510,2007,1,0,1
5188,21510,2008,2,6,8
5189,21510,2009,1,3,4
5190,21510,2010,1,3,4
5191,21510,2011,1,3,4
5192,21510,2012,1,3,4
5193,21510,2013,1,3,4
5194,21510,2014,1,3,4
5195,21510,2015,1,3,4
5196,21510,2016,1,3,4
5197,21510,2017,1,3,4
5198,21535,1995,0,1,1
5199,21535,1996,0,1,1
5200,21535,1997,0,3,3
5201,21535,1998,0,3,3
5202,21535,1999,0,3,3
5203,21535,2000,0,3,3
5204,21535,2001,0,3,3
5205,21535,2002,0,3,3
5206,21535,2003,1,3,4
5207,21535,2004,1,3,4
5208,21535,2005,1,3,4
5209,21535,2006,1,3,4
5210,21535,2007,1,3,4
5211,21535,2008,1,3,4
5212,21535,2009,1,3,4
5213,21535,2010,1,3,4
5214,21535,2011,1,3,4
5215,21535,2012,1,3,4
5216,21535,2013,1,3,4
5217,21535,2014,1,3,4
5218,21535,2015,1,3,4
5219,21535,2016,1,3,4
5220,21535,2017,1,3,4
5221,21610,1997,0,2,2
5222,21610,1998,1,3,4
5223,21610,2000,0,1,1
5224,21627,1996,0,1,1
5225,21627,1997,1,3,4
5226,21627,1998,0,4,4
5227,21627,1999,0,3,3
5228,21665,1995,0,1,1
5229,21665,1996,1,1,2
5230,21665,1997,1,3,4
5231,21665,1998,0,3,3
5232,21665,1999,0,3,3
5233,21665,2000,0,3,3
5234,21665,2001,0,3,3
5235,21665,2002,1,3,4
5236,21665,2003,1,3,4
5237,21665,2004,1,3,4
5238,21665,2005,1,3,4
5239,21665,2006,1,3,4
5240,21665,2007,1,3,4
5241,21665,2008,1,3,4
5242,21665,2009,1,3,4
5243,21665,2010,1,3,4
5244,21665,2011,1,3,4
5245,21665,2012,1,3,4
5246,21665,2013,1,3,4
5247,21665,2014,1,3,4
5248,21665,2015,1,3,4
5249,21665,2016,1,3,4
5250,21665,2017,1,3,4
5251,21686,1995,1,1,2
5252,21686,1996,0,2,2
5253,21686,1997,1,3,4
5254,21686,1998,0,3,3
5255,21686,1999,0,2,2
5256,21759,1996,1,1,2
5257,21759,1997,1,2,3
5258,21759,1998,1,3,4
5259,21759,1999,1,3,4
5260,21759,2000,1,2,3
5261,21759,2001,2,3,5
5262,21759,2002,0,3,3
5263,21759,2003,1,3,4
5264,21759,2004,1,3,4
5265,21759,2005,1,3,4
5266,21828,2000,0,3,3
5267,21828,2001,1,3,4
5268,21828,2003,2,3,5
5269,21828,2004,1,6,7
5270,21828,2005,1,4,5
5271,21828,2006,1,3,4
5272,21828,2007,1,3,4
5273,21828,2008,1,3,4
5274,21828,2009,1,3,4
5275,21828,2010,1,3,4
5276,21828,2011,1,3,4
5277,21828,2012,1,3,4
5278,21828,2013,1,2,3
5279,22099,1995,0,1,1
5280,22099,1996,1,1,2
5281,22099,1997,1,3,4
5282,22099,1998,1,3,4
5283,22099,1999,1,3,4
5284,22099,2000,1,3,4
5285,22099,2001,1,3,4
5286,22099,2002,0,3,3
5287,22099,2003,1,3,4
5288,22099,2004,1,3,4
5289,22099,2005,1,3,4
5290,22198,1995,0,1,1
5291,22198,1996,0,1,1
5292,22198,1997,0,3,3
5293,22198,1998,0,3,3
5294,22198,1999,0,3,3
5295,22198,2000,0,3,3
5296,22198,2001,0,3,3
5297,22198,2002,0,3,3
5298,22198,2003,1,3,4
5299,22198,2004,1,3,4
5300,22198,2005,1,3,4
5301,22198,2006,1,3,4
5302,22198,2007,1,3,4
5303,22198,2008,1,3,4
5304,22198,2009,1,3,4
5305,22198,2010,1,3,4
5306,22198,2011,1,2,3
5307,22252,1995,0,1,1
5308,22252,1996,0,1,1
5309,22252,1997,1,3,4
5310,22252,1998,1,3,4
5311,22252,1999,1,3,4
5312,22252,2000,1,3,4
5313,22252,2001,0,3,3
5314,22252,2002,1,3,4
5315,22252,2003,1,3,4
5316,22252,2004,1,3,4
5317,22252,2005,1,3,4
5318,22252,2006,1,3,4
5319,22252,2007,1,3,4
5320,22252,2008,1,3,4
5321,22252,2009,1,3,4
5322,22252,2010,1,3,4
5323,22252,2011,1,3,4
5324,22252,2012,1,3,4
5325,22252,2013,1,3,4
5326,22252,2014,1,3,4
5327,22252,2015,1,3,4
5328,22252,2016,1,3,4
5329,22252,2017,1,3,4
5330,22296,1995,0,1,1
5331,22301,1995,0,1,1
5332,22301,1996,1,1,2
5333,22301,1997,1,3,4
5334,22301,1998,1,3,4
5335,22301,1999,1,3,4
5336,22301,2000,1,3,4
5337,22301,2001,1,3,4
5338,22301,2002,1,3,4
5339,22301,2003,1,3,4
5340,22301,2004,1,3,4
5341,22301,2005,1,2,3
5342,22356,1995,0,1,1
5343,22356,1996,0,1,1
5344,22356,1997,1,3,4
5345,22356,1998,1,3,4
5346,22356,1999,1,3,4
5347,22356,2000,1,3,4
5348,22356,2001,1,3,4
5349,22356,2002,1,3,4
5350,22356,2003,1,3,4
5351,22356,2004,1,3,4
5352,22356,2005,1,3,4
5353,22356,2006,1,3,4
5354,22356,2007,1,3,4
5355,22356,2008,1,3,4
5356,22356,2009,1,3,4
5357,22356,2010,1,3,4
5358,22356,2011,1,3,4
5359,22356,2012,1,3,4
5360,22356,2013,1,3,4
5361,22356,2014,1,3,4
5362,22356,2015,1,3,4
5363,22356,2016,1,3,4
5364,22356,2017,1,3,4
5365,22366,1995,0,1,1
5366,22444,1995,1,0,1
5367,22444,1996,1,1,2
5368,22444,1997,1,3,4
5369,22444,1998,0,3,3
5370,22444,1999,1,3,4
5371,22444,2000,0,3,3
5372,22444,2001,0,3,3
5373,22444,2002,1,3,4
5374,22444,2003,1,3,4
5375,22444,2004,1,3,4
5376,22444,2005,1,3,4
5377,22444,2006,1,3,4
5378,22444,2007,1,3,4
5379,22444,2008,1,3,4
5380,22444,2009,1,3,4
5381,22444,2010,1,3,4
5382,22444,2011,1,3,4
5383,22444,2012,1,3,4
5384,22444,2013,1,3,4
5385,22444,2014,1,3,4
5386,22444,2015,1,3,4
5387,22444,2016,1,3,4
5388,22444,2017,1,3,4
5389,22444,2018,0,1,1
5390,22470,1996,1,1,2
5391,22470,1997,1,3,4
5392,22470,1998,0,3,3
5393,22470,1999,0,3,3
5394,22470,2000,0,1,1
5395,22551,1996,0,3,3
5396,22551,1997,1,0,1
5397,22551,2002,0,3,3
5398,22551,2003,1,3,4
5399,22551,2004,1,3,4
5400,22551,2005,1,3,4
5401,22551,2006,1,3,4
5402,22551,2007,1,3,4
5403,22551,2008,1,3,4
5404,22551,2009,1,3,4
5405,22551,2010,1,3,4
5406,22551,2011,1,3,4
5407,22551,2012,1,1,2
5408,22606,1995,0,1,1
5409,22606,1996,1,1,2
5410,22606,1997,1,3,4
5411,22606,1998,1,3,4
5412,22606,1999,1,3,4
5413,22606,2000,1,3,4
5414,22606,2001,0,1,1
5415,22606,2002,1,1,2
5416,22606,2003,1,1,2
5417,22606,2005,0,1,1
5418,22606,2006,1,2,3
5419,22606,2007,0,2,2
5420,22620,1995,0,1,1
5421,22620,1996,1,1,2
5422,22620,1997,1,3,4
5423,22620,1998,1,3,4
5424,22620,1999,1,3,4
5425,22620,2000,1,0,1
5426,22698,1995,0,1,1
5427,22698,1996,0,1,1
5428,22698,1997,1,4,5
5429,22698,1998,1,3,4
5430,22698,1999,1,3,4
5431,22698,2000,1,2,3
5432,22701,1995,0,1,1
5433,22701,1996,1,1,2
5434,22701,1997,1,3,4
5435,22701,1998,1,3,4
5436,22701,1999,1,3,4
5437,22701,2000,1,3,4
5438,22701,2001,1,3,4
5439,22701,2002,1,3,4
5440,22701,2003,1,3,4
5441,22701,2004,1,3,4
5442,22701,2005,1,3,4
5443,22701,2006,1,0,1
5444,22701,2007,1,6,7
5445,22701,2008,1,3,4
5446,22701,2009,1,3,4
5447,22701,2010,1,3,4
5448,22701,2011,1,3,4
5449,22701,2012,1,3,4
5450,22701,2013,1,3,4
5451,22701,2014,1,3,4
5452,22701,2015,1,3,4
5453,22701,2016,1,3,4
5454,22701,2017,1,3,4
5455,22709,1995,0,1,1
5456,22709,1996,0,1,1
5457,22709,1997,0,3,3
5458,22709,1998,0,3,3
5459,22709,1999,0,3,3
5460,22735,2000,0,1,1
5461,22764,1995,0,1,1
5462,22764,1996,1,1,2
5463,22764,1997,0,2,2
5464,22767,1995,0,2,2
5465,22767,1996,0,1,1
5466,22767,1997,0,3,3
5467,22767,1998,0,3,3
5468,22767,1999,1,3,4
5469,22767,2000,0,2,2
5470,22767,2001,1,3,4
5471,22767,2002,1,2,3
5472,22767,2003,1,3,4
5473,22767,2004,1,3,4
5474,22767,2005,1,3,4
5475,22767,2007,1,0,1
5476,22767,2008,0,1,1
5477,22767,2017,0,2,2
5478,22872,1995,0,1,1
5479,22872,1996,0,3,3
5480,22872,1997,0,3,3
5481,22872,1998,0,3,3
5482,22872,1999,0,3,3
5483,22872,2000,0,3,3
5484,22872,2001,0,3,3
5485,22872,2002,1,3,4
5486,22872,2003,1,3,4
5487,22872,2004,1,3,4
5488,22872,2005,1,3,4
5489,22872,2006,1,3,4
5490,22872,2007,0,4,4
5491,22872,2008,1,3,4
5492,22872,2009,1,3,4
5493,22872,2010,1,3,4
5494,22872,2011,1,3,4
5495,22872,2012,1,3,4
5496,22872,2013,1,2,3
5497,22896,1996,0,1,1
5498,22896,1997,1,3,4
5499,22912,1995,0,1,1
5500,22912,1996,0,1,1
5501,22912,1997,1,3,4
5502,22912,1998,1,3,4
5503,22912,1999,1,3,4
5504,22912,2000,1,3,4
5505,22912,2001,0,3,3
5506,22912,2002,0,3,3
5507,22912,2003,1,3,4
5508,22912,2004,1,3,4
5509,22912,2005,1,3,4
5510,22912,2006,1,3,4
5511,22912,2007,1,2,3
5512,22989,1995,0,1,1
5513,22989,1996,0,2,2
5514,22989,1997,0,3,3
5515,23019,1995,0,1,1
5516,23019,1996,1,1,2
5517,23019,1997,1,3,4
5518,23019,1998,1,3,4
5519,23019,1999,2,3,5
5520,23019,2000,1,3,4
5521,23019,2001,1,3,4
5522,23019,2002,1,3,4
5523,23019,2003,1,3,4
5524,23019,2004,1,3,4
5525,23019,2005,1,3,4
5526,23019,2006,1,3,4
5527,23019,2007,1,3,4
5528,23019,2008,1,3,4
5529,23023,1995,0,2,2
5530,23023,1996,1,0,1
5531,23055,1995,0,1,1
5532,23055,1996,0,2,2
5533,23055,1997,0,3,3
5534,23055,1998,0,3,3
5535,23055,1999,1,3,4
5536,23055,2000,0,4,4
5537,23055,2001,1,3,4
5538,23055,2002,1,3,4
5539,23055,2003,1,3,4
5540,23055,2004,1,1,2
5541,23071,1995,0,1,1
5542,23071,1996,1,1,2
5543,23071,1997,1,3,4
5544,23071,1998,1,4,5
5545,23071,1999,1,3,4
5546,23071,2000,1,3,4
5547,23071,2001,0,3,3
5548,23071,2002,0,3,3
5549,23071,2003,1,3,4
5550,23071,2004,1,3,4
5551,23071,2005,1,3,4
5552,23071,2006,1,0,1
5553,23082,1995,0,1,1
5554,23082,1996,0,2,2
5555,23082,1997,1,3,4
5556,23082,1998,1,3,4
5557,23082,1999,1,3,4
5558,23082,2000,1,3,4
5559,23082,2001,0,3,3
5560,23082,2002,1,3,4
5561,23082,2003,1,3,4
5562,23082,2004,1,3,4
5563,23082,2005,1,3,4
5564,23082,2006,1,2,3
5565,23082,2007,1,2,3
5566,23082,2008,1,5,6
5567,23082,2009,1,3,4
5568,23082,2010,1,3,4
5569,23082,2011,1,3,4
5570,23082,2012,1,3,4
5571,23082,2013,1,3,4
5572,23082,2014,1,3,4
5573,23082,2015,1,3,4
5574,23082,2016,1,3,4
5575,23082,2017,1,1,2
5576,23111,1995,0,1,1
5577,23111,1996,1,1,2
5578,23111,1997,0,3,3
5579,23111,1998,0,3,3
5580,23111,1999,1,3,4
5581,23111,2000,1,3,4
5582,23111,2001,0,3,3
5583,23111,2002,0,3,3
5584,23111,2003,1,3,4
5585,23111,2004,1,3,4
5586,23111,2005,1,3,4
5587,23111,2006,1,3,4
5588,23111,2007,1,3,4
5589,23111,2008,1,3,4
5590,23111,2009,1,3,4
5591,23111,2010,1,3,4
5592,23111,2011,1,3,4
5593,23111,2012,1,3,4
5594,23111,2013,1,3,4
5595,23111,2014,1,3,4
5596,23111,2015,1,3,4
5597,23111,2016,1,3,4
5598,23111,2017,1,3,4
5599,23120,1995,0,1,1
5600,23120,1996,1,2,3
5601,23120,1997,1,3,4
5602,23120,1998,0,1,1
5603,23194,1995,0,1,1
5604,23194,1996,1,1,2
5605,23194,1997,1,3,4
5606,23194,1998,1,3,4
5607,23194,1999,1,3,4
5608,23194,2000,0,3,3
5609,23194,2001,1,3,4
5610,23194,2002,0,3,3
5611,23194,2003,1,3,4
5612,23194,2004,1,3,4
5613,23194,2005,1,3,4
5614,23194,2006,1,3,4
5615,23194,2007,1,3,4
5616,23194,2008,1,3,4
5617,23194,2009,1,3,4
5618,23194,2010,1,3,4
5619,23194,2011,1,3,4
5620,23194,2012,1,3,4
5621,23194,2013,1,3,4
5622,23194,2014,1,3,4
5623,23194,2015,1,3,4
5624,23194,2016,1,3,4
5625,23194,2017,1,3,4
5626,23197,1995,0,1,1
5627,23197,1996,1,2,3
5628,23197,1997,0,3,3
5629,23197,1998,0,3,3
5630,23197,1999,0,3,3
5631,23197,2000,0,3,3
5632,23197,2001,0,3,3
5633,23197,2002,1,3,4
5634,23197,2003,1,3,4
5635,23197,2004,1,3,4
5636,23197,2005,1,3,4
5637,23197,2006,1,3,4
5638,23197,2007,1,3,4
5639,23197,2008,1,3,4
5640,23197,2009,1,3,4
5641,23197,2010,1,3,4
5642,23197,2011,1,3,4
5643,23197,2012,1,3,4
5644,23197,2013,1,3,4
5645,23197,2014,1,3,4
5646,23197,2015,3,3,6
5647,23197,2016,1,3,4
5648,23197,2017,1,3,4
5649,23217,1995,0,1,1
5650,23217,1996,0,2,2
5651,23217,1997,1,3,4
5652,23217,1998,1,3,4
5653,23217,1999,0,3,3
5654,23217,2000,0,3,3
5655,23217,2001,0,3,3
5656,23217,2002,1,3,4
5657,23217,2003,1,3,4
5658,23217,2004,1,3,4
5659,23217,2005,1,3,4
5660,23217,2006,1,3,4
5661,23217,2007,1,3,4
5662,23217,2008,1,4,5
5663,23217,2009,1,2,3
5664,23217,2010,1,3,4
5665,23217,2011,1,4,5
5666,23217,2012,1,3,4
5667,23217,2013,1,3,4
5668,23217,2014,1,3,4
5669,23217,2015,1,2,3
5670,23217,2016,1,3,4
5671,23217,2017,1,3,4
5672,23217,2018,0,1,1
5673,23236,1996,1,1,2
5674,23236,1997,1,0,1
5675,23249,1995,1,0,1
5676,23249,1996,0,1,1
5677,23249,1997,0,3,3
5678,23249,1998,1,3,4
5679,23249,1999,0,3,3
5680,23259,1995,0,1,1
5681,23259,1996,1,1,2
5682,23259,1997,1,3,4
5683,23259,1998,1,3,4
5684,23259,1999,1,3,4
5685,23259,2000,1,3,4
5686,23259,2001,1,3,4
5687,23259,2002,1,3,4
5688,23259,2003,1,3,4
5689,23259,2004,1,3,4
5690,23259,2005,1,3,4
5691,23259,2006,1,3,4
5692,23259,2007,1,2,3
5693,23304,1995,0,1,1
5694,23304,1996,1,1,2
5695,23304,1997,1,3,4
5696,23304,1998,1,3,4
5697,23304,1999,1,4,5
5698,23304,2000,1,3,4
5699,23304,2001,1,3,4
5700,23304,2002,1,3,4
5701,23304,2003,1,3,4
5702,23341,1996,0,1,1
5703,23341,1997,0,3,3
5704,23341,1998,1,3,4
5705,23341,1999,1,3,4
5706,23341,2000,1,4,5
5707,23341,2001,0,3,3
5708,23341,2002,0,4,4
5709,23341,2003,1,3,4
5710,23341,2004,1,3,4
5711,23341,2005,1,3,4
5712,23341,2006,1,3,4
5713,23341,2007,1,3,4
5714,23341,2008,1,3,4
5715,23341,2009,1,3,4
5716,23341,2010,1,1,2
5717,23426,1995,0,1,1
5718,23426,1996,0,1,1
5719,23426,1997,0,3,3
5720,23426,2002,1,2,3
5721,23426,2005,1,0,1
5722,23426,2006,1,3,4
5723,23426,2007,0,2,2
5724,23426,2008,1,2,3
5725,23426,2013,0,2,2
5726,23426,2014,0,3,3
5727,23426,2015,1,3,4
5728,23426,2016,1,3,4
5729,23426,2017,0,1,1
5730,23432,1996,0,1,1
5731,23432,1997,0,1,1
5732,23503,1996,1,1,2
5733,23503,1997,1,3,4
5734,23503,1998,1,4,5
5735,23503,1999,1,2,3
5736,23503,2008,1,1,2
5737,23503,2009,1,3,4
5738,23503,2010,1,3,4
5739,23503,2011,1,3,4
5740,23503,2012,0,2,2
5741,23503,2013,1,3,4
5742,23533,1995,0,1,1
5743,23533,1996,0,1,1
5744,23533,1997,1,3,4
5745,23533,1998,1,3,4
5746,23593,1995,0,1,1
5747,23593,1996,1,1,2
5748,23593,1997,1,2,3
5749,23632,1995,0,1,1
5750,23632,1996,1,1,2
5751,23632,1997,0,3,3
5752,23632,1998,1,3,4
5753,23632,1999,0,2,2
5754,23632,2002,0,1,1
5755,23632,2005,0,2,2
5756,23632,2006,0,2,2
5757,23632,2007,1,2,3
5758,23632,2008,1,2,3
5759,23632,2009,1,0,1
5760,23632,2013,0,1,1
5761,23632,2014,1,3,4
5762,23632,2015,1,3,4
5763,23632,2016,1,3,4
5764,23632,2017,1,3,4
5765,23657,1995,0,1,1
5766,23657,1996,0,1,1
5767,23666,1995,1,1,2
5768,23666,1996,0,2,2
5769,23666,1997,0,3,3
5770,23666,1998,1,3,4
5771,23666,1999,0,3,3
5772,23666,2000,0,3,3
5773,23666,2001,1,3,4
5774,23666,2002,1,3,4
5775,23666,2003,1,3,4
5776,23666,2004,1,3,4
5777,23666,2005,1,3,4
5778,23666,2006,1,3,4
5779,23666,2007,1,3,4
5780,23666,2008,1,3,4
5781,23666,2009,1,3,4
5782,23666,2010,1,3,4
5783,23666,2011,1,3,4
5784,23666,2012,1,3,4
5785,23666,2013,1,3,4
5786,23666,2014,1,2,3
5787,23675,1995,0,1,1
5788,23675,1996,1,1,2
5789,23675,1997,1,3,4
5790,23675,1998,1,3,4
5791,23675,1999,1,3,4
5792,23675,2000,1,3,4
5793,23675,2001,1,3,4
5794,23675,2002,1,3,4
5795,23675,2003,1,3,4
5796,23675,2004,1,3,4
5797,23675,2005,1,3,4
5798,23675,2006,1,3,4
5799,23675,2007,1,3,4
5800,23675,2008,1,3,4
5801,23675,2009,1,3,4
5802,23675,2010,1,3,4
5803,23675,2011,1,3,4
5804,23675,2012,1,3,4
5805,23675,2013,1,3,4
5806,23675,2014,1,3,4
5807,23675,2015,1,2,3
5808,23738,1995,0,1,1
5809,23738,1996,0,1,1
5810,23738,1997,1,3,4
5811,23738,1998,0,3,3
5812,23738,1999,0,2,2
5813,23738,2000,0,3,3
5814,23738,2001,0,3,3
5815,23738,2002,0,3,3
5816,23738,2003,1,3,4
5817,23738,2004,1,3,4
5818,23738,2005,1,3,4
5819,23738,2006,1,3,4
5820,23738,2007,1,1,2
5821,23752,1995,0,1,1
5822,23752,1996,1,1,2
5823,23752,1997,1,3,4
5824,23752,1998,1,3,4
5825,23752,1999,1,3,4
5826,23752,2000,1,2,3
5827,23778,1995,0,1,1
5828,23778,1996,0,1,1
5829,23778,1997,0,3,3
5830,23778,1998,1,3,4
5831,23778,1999,0,3,3
5832,23778,2000,1,3,4
5833,23778,2001,1,1,2
5834,23795,1995,0,1,1
5835,23795,1996,1,1,2
5836,23795,1997,0,3,3
5837,23795,1998,1,3,4
5838,23795,1999,1,3,4
5839,23795,2000,1,3,4
5840,23795,2001,1,3,4
5841,23795,2002,1,3,4
5842,23795,2003,1,3,4
5843,23795,2004,1,3,4
5844,23795,2005,1,3,4
5845,23795,2006,1,3,4
5846,23795,2007,1,3,4
5847,23795,2008,1,3,4
5848,23795,2009,1,3,4
5849,23795,2010,1,3,4
5850,23795,2011,1,3,4
5851,23795,2012,1,3,4
5852,23795,2013,1,3,4
5853,23795,2014,1,3,4
5854,23795,2015,1,3,4
5855,23795,2016,1,3,4
5856,23795,2017,1,3,4
5857,23910,1995,0,1,1
5858,23910,1996,1,1,2
5859,23910,1997,1,3,4
5860,23910,1998,1,3,4
5861,24004,1995,0,1,1
5862,24004,1996,1,1,2
5863,24004,1997,1,3,4
5864,24004,1998,1,0,1
5865,24008,2001,0,2,2
5866,24008,2002,0,1,1
5867,24008,2003,1,0,1
5868,24008,2006,1,2,3
5869,24008,2007,0,1,1
5870,24055,1998,1,3,4
5871,24071,1996,0,1,1
5872,24071,1997,1,3,4
5873,24071,1998,1,3,4
5874,24071,1999,1,3,4
5875,24071,2000,1,3,4
5876,24071,2001,1,3,4
5877,24071,2002,1,3,4
5878,24071,2003,1,2,3
5879,24090,1995,0,1,1
5880,24090,1996,0,1,1
5881,24090,1997,1,3,4
5882,24090,1998,1,3,4
5883,24090,1999,0,3,3
5884,24090,2000,0,3,3
5885,24090,2001,0,3,3
5886,24090,2002,1,3,4
5887,24090,2003,1,3,4
5888,24090,2004,1,2,3
5889,24090,2005,1,3,4
5890,24090,2006,1,3,4
5891,24090,2007,1,3,4
5892,24090,2008,1,3,4
5893,24090,2009,1,3,4
5894,24090,2010,1,3,4
